Field ID,Label,Kind,Data type,Format,Option value,Option text,Where this option came from,Long-term loans using it,Known drift
ULDD.X197,ULDD - Property Estate Type,standard,String,STRING,Leasehold,Leasehold,declared by Encompass,0,
ULDD.X197,ULDD - Property Estate Type,standard,String,STRING,Other,Other - Retired,declared by Encompass,0,
URLA.X208,Property is not located in a project Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,482,boolean-representation
URLA.X208,Property is not located in a project Indicator,standard,Boolean,YN,N,No,declared by Encompass,7,boolean-representation
URLA.X237,4b. Other New Mortgage Loans on the Property You are Buying or Refinancing Does not Apply,standard,Boolean,YN,Y,Does not apply,declared by Encompass,489,boolean-representation
URLA.X237,4b. Other New Mortgage Loans on the Property You are Buying or Refinancing Does not Apply,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
466,Borr Declarations K,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
466,Borr Declarations K,standard,Boolean,YN,N,No,declared by Encompass,488,boolean-representation
965,Borr Declarations J,standard,Boolean,YN,Y,Yes,declared by Encompass,488,boolean-representation
965,Borr Declarations J,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
URLA.X1,Borr Declarations,standard,String,STRING,USCitizen,US Citizen,declared by Encompass,488,
URLA.X1,Borr Declarations,standard,String,STRING,PermanentResidentAlien,Permanent Resident Alien,declared by Encompass,0,
URLA.X1,Borr Declarations,standard,String,STRING,NonPermanentResidentAlien,Non-Permanent Resident Alien,declared by Encompass,0,
URLA.X239,Negative Amortization Indicator,standard,Boolean,YN,Y,Negative Amortization,declared by Encompass,0,boolean-representation
URLA.X239,Negative Amortization Indicator,standard,Boolean,YN,N,No,declared by Encompass,488,boolean-representation
URLA.X80,4c. Rental Income onthe Property You want to Purchase - For Purchase Only Does not Apply,standard,Boolean,YN,Y,Does not apply,declared by Encompass,488,boolean-representation
URLA.X80,4c. Rental Income onthe Property You want to Purchase - For Purchase Only Does not Apply,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
1819,Borr Mailing Addr Same as Present,standard,Boolean,YN,Y,Same as present address,declared by Encompass,482,boolean-representation
1819,Borr Mailing Addr Same as Present,standard,Boolean,YN,N,No,declared by Encompass,5,boolean-representation
4252,Borr I do not wish to provide this information,standard,Boolean,YN,Y,I do not wish to provide this information,declared by Encompass,484,boolean-representation
4252,Borr I do not wish to provide this information,standard,Boolean,YN,N,No,declared by Encompass,3,boolean-representation
URLA.X174,Borr Bankrupcy chapter seven,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X174,Borr Bankrupcy chapter seven,standard,Boolean,YN,N,No,declared by Encompass,487,boolean-representation
URLA.X175,Borr Bankrupcy chapter eleven ,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X175,Borr Bankrupcy chapter eleven ,standard,Boolean,YN,N,No,declared by Encompass,487,boolean-representation
URLA.X176,Borr Bankruptcy chapter twelve ,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X176,Borr Bankruptcy chapter twelve ,standard,Boolean,YN,N,No,declared by Encompass,487,boolean-representation
URLA.X177,Borr Bankruptcy Chapter Thirteen,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X177,Borr Bankruptcy Chapter Thirteen,standard,Boolean,YN,N,No,declared by Encompass,487,boolean-representation
2867,Lock Request Doc Type,standard,String,STRING,Alternative,(A) Alternative,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,FullDocumentation,(F) Full Documentation,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,Reduced,(R) Reduced,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,StreamlineRefinance,(B) Streamline Refinance,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,NoDocumentation,(C) No Documentation,declared by Encompass,478,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,NoRatio,(D) No Ratio,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,LimitedDocumentation,(E) Limited Documentation,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,NoIncomeNoEmploymentNoAssetsOn1003,"(U) No Income, No Employment, and No Assets on 1003",declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,NoDepositVerificationEmploymentVerificationOrIncomeVerification,(G) No Income and No Assets on 1003,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,NoDepositVerification,(H) No Assets on 1003,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,NoEmploymentVerificationOrIncomeVerification,(I) No Income and No Employment on 1003,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,NoIncomeOn1003,(J) No Income on 1003,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,NoVerificationOfStatedIncomeEmploymentOrAssets,"(K) No Verification of Stated Income, Employment, or Assets",declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,NoVerificationOfStatedIncomeOrAssets,(L) No Verification of Stated Income or Assets,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,NoVerificationOfStatedAssets,(M) No Verification of Stated Assets,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,NoVerificationOfStatedIncomeOrEmployment,(N) No Verfication of Stated Income or Employment,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,NoVerificationOfStatedIncome,(O) No Verification of Stated Income,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,VerbalVerificationOfEmployment,(P) Verbal Verification of Employment(VVOE),declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,OnePaystub,(Q) One paystub,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,OnePaystubAndVerbalVerificationOfEmployment,(S) One paystub and VVOE,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,OnePaystubAndOneW2AndVerbalVerificationOfEmploymentOrOneYear1040,(T) One paystub and one W-2 and VVOE or one year 1040,declared by Encompass,0,free-text-typed-into-enum
2867,Lock Request Doc Type,standard,String,STRING,NoIncomeon1003,No Income on 1003,declared by Encompass,0,free-text-typed-into-enum
4917,Borrower - Home Phone Preferred,standard,Boolean,YN,Y,Yes,declared by Encompass,482,boolean-representation
4917,Borrower - Home Phone Preferred,standard,Boolean,YN,N,No,declared by Encompass,4,boolean-representation
4921,Borrower - Home Email Preferred,standard,Boolean,YN,Y,Yes,declared by Encompass,485,boolean-representation
4921,Borrower - Home Email Preferred,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
Docs.Engine,Ellie Mae Document Engine Version,standard,String,STRING,Old_ODI_Encompass_Docs,Old ODI Encompass Docs,declared by Encompass,0,
Docs.Engine,Ellie Mae Document Engine Version,standard,String,STRING,New_Encompass_Docs_Solution,New Encompass Docs Solution,declared by Encompass,486,
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,Alternative,(A) Alternative,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,FullDocumentation,(F) Full Documentation,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,Reduced,(R) Reduced,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,StreamlineRefinance,(B) Streamline Refinance,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,NoDocumentation,(C) No Documentation,declared by Encompass,482,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,NoRatio,(D) No Ratio,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,LimitedDocumentation,(E) Limited Documentation,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,NoIncomeNoEmploymentNoAssetsOn1003,"(U) No Income, No Employment, and No Assets on 1003",declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,NoDepositVerificationEmploymentVerificationOrIncomeVerification,(G) No Income and No Assets on 1003,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,NoDepositVerification,(H) No Assets on 1003,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,NoEmploymentVerificationOrIncomeVerification,(I) No Income and No Employment on 1003,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,NoIncomeOn1003,(J) No Income on 1003,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,NoVerificationOfStatedIncomeEmploymentOrAssets,"(K) No Verification of Stated Income, Employment, or Assets",declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,NoVerificationOfStatedIncomeOrAssets,(L) No Verification of Stated Income or Assets,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,NoVerificationOfStatedAssets,(M) No Verification of Stated Assets,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,NoVerificationOfStatedIncomeOrEmployment,(N) No Verfication of Stated Income or Employment,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,NoVerificationOfStatedIncome,(O) No Verification of Stated Income,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,VerbalVerificationOfEmployment,(P) Verbal Verification of Employment(VVOE),declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,OnePaystub,(Q) One paystub,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,OnePaystubAndVerbalVerificationOfEmployment,(S) One paystub and VVOE,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,OnePaystubAndOneW2AndVerbalVerificationOfEmploymentOrOneYear1040,(T) One paystub and one W-2 and VVOE or one year 1040,declared by Encompass,0,free-text-typed-into-enum
MORNET.X67,Fannie Mae Loan Doc Type Code,standard,String,STRING,NoIncomeon1003,No Income on 1003,declared by Encompass,0,free-text-typed-into-enum
NMLS.X3,NMLS Documentation Type,standard,String,STRING,Full,Full Documentation,declared by Encompass,0,
NMLS.X3,NMLS Documentation Type,standard,String,STRING,Alt,Alt Documentation,declared by Encompass,486,
POPT.X13,Section 800 Line 804 POC and PTC Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,486,boolean-representation
POPT.X13,Section 800 Line 804 POC and PTC Indicator,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
SYS.X20,Fees Line 805 Credit Report APR,standard,Boolean,YN,Y,Yes,declared by Encompass,126,boolean-representation
SYS.X20,Fees Line 805 Credit Report APR,standard,Boolean,YN,N,No,declared by Encompass,360,boolean-representation
SYS.X231,Fees Appraisal Fee POC,standard,Boolean,YN,Y,Yes,declared by Encompass,486,boolean-representation
SYS.X231,Fees Appraisal Fee POC,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
SYS.X256,Fees Appraisal Fee Paid To,standard,String,STRING,Broker,B,declared by Encompass,2,
SYS.X256,Fees Appraisal Fee Paid To,standard,String,STRING,Lender,L,declared by Encompass,0,
SYS.X256,Fees Appraisal Fee Paid To,standard,String,STRING,Seller,S,declared by Encompass,0,
SYS.X256,Fees Appraisal Fee Paid To,standard,String,STRING,Investor,I,declared by Encompass,0,
SYS.X256,Fees Appraisal Fee Paid To,standard,String,STRING,Affiliate,A,declared by Encompass,0,
SYS.X256,Fees Appraisal Fee Paid To,standard,String,STRING,Other,O,declared by Encompass,484,
URLA.X199,Borr Current Employment Does Not Apply,standard,Boolean,YN,Y,Does Not Apply,declared by Encompass,480,boolean-representation
URLA.X199,Borr Current Employment Does Not Apply,standard,Boolean,YN,N,No,declared by Encompass,6,boolean-representation
URLA.X201,Borr Additional Employment DoesNotApply,standard,Boolean,YN,Y,Does Not Apply,declared by Encompass,486,boolean-representation
URLA.X201,Borr Additional Employment DoesNotApply,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
URLA.X231,PrintLenderPages,standard,Boolean,YN,Y,Yes,declared by Encompass,486,boolean-representation
URLA.X231,PrintLenderPages,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
URLA.X299,Borrower Completed Homeownership Education Class within 12 months,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
