Field ID,Label,Milestone,Filled at this milestone (%)
ULDD.FRD.CASASRN.X218,ULDD Freddie Mac TLTV,Investor Delivery,100
ULDD.FRD.CASASRN.X218,ULDD Freddie Mac TLTV,LO Prep,100
ULDD.FRD.CASASRN.X218,ULDD Freddie Mac TLTV,Loan Setup,100
ULDD.FRD.CASASRN.X218,ULDD Freddie Mac TLTV,Purchasing Conditions,100
ULDD.FRD.CASASRN.X218,ULDD Freddie Mac TLTV,Started,100
ULDD.FRD.CASASRN.X218,ULDD Freddie Mac TLTV,Submittal,100
ULDD.FRD.CASASRN.X218,ULDD Freddie Mac TLTV,Waiting for Docs,100
ULDD.FRD.CASASRN.X219,ULDD Freddie Mac HTLTV,Completion,100
ULDD.FRD.CASASRN.X219,ULDD Freddie Mac HTLTV,Cond. Approval,100
ULDD.FRD.CASASRN.X219,ULDD Freddie Mac HTLTV,Docs Out,100
ULDD.FRD.CASASRN.X219,ULDD Freddie Mac HTLTV,Final Docs,100
ULDD.FRD.CASASRN.X219,ULDD Freddie Mac HTLTV,Investor Delivery,100
ULDD.FRD.CASASRN.X219,ULDD Freddie Mac HTLTV,LO Prep,100
ULDD.FRD.CASASRN.X219,ULDD Freddie Mac HTLTV,Loan Setup,100
ULDD.FRD.CASASRN.X219,ULDD Freddie Mac HTLTV,Purchasing Conditions,100
ULDD.FRD.CASASRN.X219,ULDD Freddie Mac HTLTV,Started,100
ULDD.FRD.CASASRN.X219,ULDD Freddie Mac HTLTV,Submittal,100
ULDD.FRD.CASASRN.X219,ULDD Freddie Mac HTLTV,Waiting for Docs,100
ULDD.FRE.X1172,Trans Details Loan Type,Completion,100
ULDD.FRE.X1172,Trans Details Loan Type,Cond. Approval,100
ULDD.FRE.X1172,Trans Details Loan Type,Docs Out,100
ULDD.FRE.X1172,Trans Details Loan Type,Final Docs,100
ULDD.FRE.X1172,Trans Details Loan Type,Investor Delivery,100
ULDD.FRE.X1172,Trans Details Loan Type,LO Prep,100
ULDD.FRE.X1172,Trans Details Loan Type,Loan Setup,100
ULDD.FRE.X1172,Trans Details Loan Type,Purchasing Conditions,100
ULDD.FRE.X1172,Trans Details Loan Type,Started,100
ULDD.FRE.X1172,Trans Details Loan Type,Submittal,100
ULDD.FRE.X1172,Trans Details Loan Type,Waiting for Docs,100
ULDD.GNM.MortgageOriginator,Trans Details Mtg Originator,Completion,100
ULDD.GNM.MortgageOriginator,Trans Details Mtg Originator,Cond. Approval,100
ULDD.GNM.MortgageOriginator,Trans Details Mtg Originator,Docs Out,100
ULDD.GNM.MortgageOriginator,Trans Details Mtg Originator,Final Docs,100
ULDD.GNM.MortgageOriginator,Trans Details Mtg Originator,Investor Delivery,100
ULDD.GNM.MortgageOriginator,Trans Details Mtg Originator,LO Prep,100
ULDD.GNM.MortgageOriginator,Trans Details Mtg Originator,Loan Setup,100
ULDD.GNM.MortgageOriginator,Trans Details Mtg Originator,Purchasing Conditions,100
ULDD.GNM.MortgageOriginator,Trans Details Mtg Originator,Started,100
ULDD.GNM.MortgageOriginator,Trans Details Mtg Originator,Submittal,100
ULDD.GNM.MortgageOriginator,Trans Details Mtg Originator,Waiting for Docs,100
ULDD.RefinanceCashOutAmount,Refinance Cash Out Amount,Completion,97.8
ULDD.RefinanceCashOutAmount,Refinance Cash Out Amount,Cond. Approval,100
ULDD.RefinanceCashOutAmount,Refinance Cash Out Amount,Docs Out,100
ULDD.RefinanceCashOutAmount,Refinance Cash Out Amount,Final Docs,100
ULDD.RefinanceCashOutAmount,Refinance Cash Out Amount,Loan Setup,90.9
ULDD.RefinanceCashOutAmount,Refinance Cash Out Amount,Purchasing Conditions,96.1
ULDD.RefinanceCashOutAmount,Refinance Cash Out Amount,Started,75
ULDD.RefinanceCashOutAmount,Refinance Cash Out Amount,Submittal,90.5
ULDD.RefinanceCashOutAmount,Refinance Cash Out Amount,Waiting for Docs,100
ULDD.TotalMortgagedPropertiesCount,Total Mortgaged Properties Count,Completion,100
ULDD.TotalMortgagedPropertiesCount,Total Mortgaged Properties Count,Cond. Approval,100
ULDD.TotalMortgagedPropertiesCount,Total Mortgaged Properties Count,Final Docs,100
ULDD.TotalMortgagedPropertiesCount,Total Mortgaged Properties Count,Purchasing Conditions,100
ULDD.TotalMortgagedPropertiesCount,Total Mortgaged Properties Count,Submittal,100
ULDD.TotalMortgagedPropertiesCount,Total Mortgaged Properties Count,Waiting for Docs,100
ULDD.X140,Project Design Type,Investor Delivery,100
ULDD.X140,Project Design Type,Purchasing Conditions,100
ULDD.X140,Project Design Type,Started,100
ULDD.X140,Project Design Type,Submittal,100
ULDD.X155,ULDD - Co-Borrower Country Code,Purchasing Conditions,100
ULDD.X160,ULDD - Second Unit Bedrooms,Purchasing Conditions,100
ULDD.X162,ULDD - Third Unit Bedrooms,Purchasing Conditions,53.3
ULDD.X164,ULDD - Fourth Unit Bedrooms,Purchasing Conditions,22.2
ULDD.X170,ULDD - First Unit Bedrooms,Investor Delivery,100
ULDD.X170,ULDD - First Unit Bedrooms,Purchasing Conditions,100
ULDD.X170,ULDD - First Unit Bedrooms,Started,100
ULDD.X170,ULDD - First Unit Bedrooms,Submittal,100
ULDD.X177,ULDD Attachment Type,Completion,100
ULDD.X177,ULDD Attachment Type,Cond. Approval,100
ULDD.X177,ULDD Attachment Type,Docs Out,100
ULDD.X177,ULDD Attachment Type,Final Docs,100
ULDD.X177,ULDD Attachment Type,Investor Delivery,100
ULDD.X177,ULDD Attachment Type,LO Prep,100
ULDD.X177,ULDD Attachment Type,Loan Setup,100
ULDD.X177,ULDD Attachment Type,Purchasing Conditions,100
ULDD.X177,ULDD Attachment Type,Started,100
ULDD.X177,ULDD Attachment Type,Submittal,100
ULDD.X177,ULDD Attachment Type,Waiting for Docs,100
ULDD.X18,ULDD - Refinance Cash Out Type,Completion,100
ULDD.X18,ULDD - Refinance Cash Out Type,Cond. Approval,100
ULDD.X18,ULDD - Refinance Cash Out Type,Docs Out,100
ULDD.X18,ULDD - Refinance Cash Out Type,Final Docs,100
ULDD.X18,ULDD - Refinance Cash Out Type,Investor Delivery,100
ULDD.X18,ULDD - Refinance Cash Out Type,LO Prep,100
ULDD.X18,ULDD - Refinance Cash Out Type,Loan Setup,100
ULDD.X18,ULDD - Refinance Cash Out Type,Purchasing Conditions,100
ULDD.X18,ULDD - Refinance Cash Out Type,Started,100
ULDD.X18,ULDD - Refinance Cash Out Type,Submittal,100
ULDD.X18,ULDD - Refinance Cash Out Type,Waiting for Docs,100
ULDD.X180,ULDD - Refinance Cash Out Type,Completion,100
ULDD.X180,ULDD - Refinance Cash Out Type,Cond. Approval,100
ULDD.X180,ULDD - Refinance Cash Out Type,Docs Out,100
ULDD.X180,ULDD - Refinance Cash Out Type,Final Docs,100
ULDD.X180,ULDD - Refinance Cash Out Type,Investor Delivery,100
ULDD.X180,ULDD - Refinance Cash Out Type,LO Prep,100
ULDD.X180,ULDD - Refinance Cash Out Type,Loan Setup,100
ULDD.X180,ULDD - Refinance Cash Out Type,Purchasing Conditions,100
ULDD.X180,ULDD - Refinance Cash Out Type,Started,100
ULDD.X180,ULDD - Refinance Cash Out Type,Submittal,100
ULDD.X180,ULDD - Refinance Cash Out Type,Waiting for Docs,100
ULDD.X182,Subject Property Project Classification,Purchasing Conditions,100
ULDD.X184,Note Pay To Name,Completion,100
ULDD.X184,Note Pay To Name,Cond. Approval,100
ULDD.X184,Note Pay To Name,Docs Out,100
ULDD.X184,Note Pay To Name,Final Docs,100
ULDD.X184,Note Pay To Name,Investor Delivery,100
ULDD.X184,Note Pay To Name,LO Prep,100
ULDD.X184,Note Pay To Name,Loan Setup,100
ULDD.X184,Note Pay To Name,Purchasing Conditions,100
ULDD.X184,Note Pay To Name,Started,100
ULDD.X184,Note Pay To Name,Submittal,100
ULDD.X184,Note Pay To Name,Waiting for Docs,100
ULDD.X185,First Rate Change Payment Effective Date,Completion,100
ULDD.X185,First Rate Change Payment Effective Date,Cond. Approval,100
ULDD.X185,First Rate Change Payment Effective Date,Docs Out,100
ULDD.X185,First Rate Change Payment Effective Date,Final Docs,100
ULDD.X185,First Rate Change Payment Effective Date,Investor Delivery,100
ULDD.X185,First Rate Change Payment Effective Date,LO Prep,100
ULDD.X185,First Rate Change Payment Effective Date,Loan Setup,100
ULDD.X185,First Rate Change Payment Effective Date,Purchasing Conditions,100
ULDD.X185,First Rate Change Payment Effective Date,Started,100
ULDD.X185,First Rate Change Payment Effective Date,Submittal,100
ULDD.X185,First Rate Change Payment Effective Date,Waiting for Docs,100
ULDD.X186,Base LTV Ratio Percent,Completion,100
ULDD.X186,Base LTV Ratio Percent,Cond. Approval,100
ULDD.X186,Base LTV Ratio Percent,Docs Out,100
ULDD.X186,Base LTV Ratio Percent,Final Docs,100
ULDD.X186,Base LTV Ratio Percent,Investor Delivery,100
ULDD.X186,Base LTV Ratio Percent,LO Prep,100
ULDD.X186,Base LTV Ratio Percent,Loan Setup,100
ULDD.X186,Base LTV Ratio Percent,Purchasing Conditions,100
ULDD.X186,Base LTV Ratio Percent,Started,98.1
ULDD.X186,Base LTV Ratio Percent,Submittal,100
ULDD.X186,Base LTV Ratio Percent,Waiting for Docs,100
ULDD.X187,ULDD Construction Method Type,Completion,100
ULDD.X187,ULDD Construction Method Type,Cond. Approval,100
ULDD.X187,ULDD Construction Method Type,Final Docs,100
ULDD.X187,ULDD Construction Method Type,Purchasing Conditions,100
ULDD.X187,ULDD Construction Method Type,Submittal,100
ULDD.X187,ULDD Construction Method Type,Waiting for Docs,100
ULDD.X197,ULDD - Property Estate Type,Completion,100
ULDD.X197,ULDD - Property Estate Type,Cond. Approval,100
ULDD.X197,ULDD - Property Estate Type,Docs Out,100
ULDD.X197,ULDD - Property Estate Type,Final Docs,100
ULDD.X197,ULDD - Property Estate Type,Investor Delivery,100
ULDD.X197,ULDD - Property Estate Type,LO Prep,100
ULDD.X197,ULDD - Property Estate Type,Loan Setup,100
ULDD.X197,ULDD - Property Estate Type,Purchasing Conditions,100
ULDD.X197,ULDD - Property Estate Type,Started,100
ULDD.X197,ULDD - Property Estate Type,Submittal,100
ULDD.X197,ULDD - Property Estate Type,Waiting for Docs,100
ULDD.X21,ULDD - Seller Loan ID,Completion,100
ULDD.X21,ULDD - Seller Loan ID,Cond. Approval,100
ULDD.X21,ULDD - Seller Loan ID,Docs Out,100
ULDD.X21,ULDD - Seller Loan ID,Final Docs,100
ULDD.X21,ULDD - Seller Loan ID,Investor Delivery,100
ULDD.X21,ULDD - Seller Loan ID,LO Prep,100
ULDD.X21,ULDD - Seller Loan ID,Loan Setup,100
ULDD.X21,ULDD - Seller Loan ID,Purchasing Conditions,100
ULDD.X21,ULDD - Seller Loan ID,Started,100
ULDD.X21,ULDD - Seller Loan ID,Submittal,100
ULDD.X21,ULDD - Seller Loan ID,Waiting for Docs,100
ULDD.X27,ULDD - Country Code,Completion,100
ULDD.X27,ULDD - Country Code,Cond. Approval,100
ULDD.X27,ULDD - Country Code,Docs Out,100
ULDD.X27,ULDD - Country Code,Final Docs,100
ULDD.X27,ULDD - Country Code,Investor Delivery,100
ULDD.X27,ULDD - Country Code,LO Prep,100
ULDD.X27,ULDD - Country Code,Loan Setup,100
ULDD.X27,ULDD - Country Code,Purchasing Conditions,100
ULDD.X27,ULDD - Country Code,Started,100
ULDD.X27,ULDD - Country Code,Submittal,100
ULDD.X27,ULDD - Country Code,Waiting for Docs,100
ULDD.X29,ULDD - Property Valuation Method Type,Investor Delivery,100
ULDD.X29,ULDD - Property Valuation Method Type,Purchasing Conditions,100
ULDD.X29,ULDD - Property Valuation Method Type,Started,100
ULDD.X29,ULDD - Property Valuation Method Type,Submittal,100
ULDD.X30,ULDD - Property Valuation Effective Date,Investor Delivery,100
ULDD.X30,ULDD - Property Valuation Effective Date,Purchasing Conditions,100
ULDD.X30,ULDD - Property Valuation Effective Date,Started,100
ULDD.X30,ULDD - Property Valuation Effective Date,Submittal,100
ULDD.X31,ULDD - Appraisal ID,Investor Delivery,100
ULDD.X31,ULDD - Appraisal ID,Purchasing Conditions,100
ULDD.X31,ULDD - Appraisal ID,Started,100
ULDD.X31,ULDD - Appraisal ID,Submittal,100
URLA.X1,Borr Declarations,Completion,100
URLA.X1,Borr Declarations,Cond. Approval,100
URLA.X1,Borr Declarations,Docs Out,100
URLA.X1,Borr Declarations,Final Docs,100
URLA.X1,Borr Declarations,Investor Delivery,100
URLA.X1,Borr Declarations,LO Prep,100
URLA.X1,Borr Declarations,Loan Setup,100
URLA.X1,Borr Declarations,Purchasing Conditions,100
URLA.X1,Borr Declarations,Started,100
URLA.X1,Borr Declarations,Submittal,100
URLA.X1,Borr Declarations,Waiting for Docs,100
URLA.X100,Borr Declarations 5b I,Completion,0
URLA.X100,Borr Declarations 5b I,Cond. Approval,0
URLA.X100,Borr Declarations 5b I,Docs Out,0
URLA.X100,Borr Declarations 5b I,Final Docs,0
URLA.X100,Borr Declarations 5b I,Investor Delivery,0
URLA.X100,Borr Declarations 5b I,LO Prep,0
URLA.X100,Borr Declarations 5b I,Loan Setup,0
URLA.X100,Borr Declarations 5b I,Purchasing Conditions,0
URLA.X100,Borr Declarations 5b I,Started,0
URLA.X100,Borr Declarations 5b I,Submittal,0
URLA.X100,Borr Declarations 5b I,Waiting for Docs,0
URLA.X102,Borr Declarations 5b J,Completion,0
URLA.X102,Borr Declarations 5b J,Cond. Approval,0
URLA.X102,Borr Declarations 5b J,Docs Out,0
URLA.X102,Borr Declarations 5b J,Final Docs,0
URLA.X102,Borr Declarations 5b J,Investor Delivery,0
URLA.X102,Borr Declarations 5b J,LO Prep,0
URLA.X102,Borr Declarations 5b J,Loan Setup,0
URLA.X102,Borr Declarations 5b J,Purchasing Conditions,0
URLA.X102,Borr Declarations 5b J,Started,0
URLA.X102,Borr Declarations 5b J,Submittal,0
URLA.X102,Borr Declarations 5b J,Waiting for Docs,0
URLA.X104,Borr Declarations 5b K,Completion,0
URLA.X104,Borr Declarations 5b K,Cond. Approval,0
URLA.X104,Borr Declarations 5b K,Docs Out,0
URLA.X104,Borr Declarations 5b K,Final Docs,0
URLA.X104,Borr Declarations 5b K,Investor Delivery,0
URLA.X104,Borr Declarations 5b K,LO Prep,0
URLA.X104,Borr Declarations 5b K,Loan Setup,0
URLA.X104,Borr Declarations 5b K,Purchasing Conditions,0
URLA.X104,Borr Declarations 5b K,Started,0
URLA.X104,Borr Declarations 5b K,Submittal,0
URLA.X104,Borr Declarations 5b K,Waiting for Docs,0
URLA.X106,Borr Declarations 5b L,Completion,0
URLA.X106,Borr Declarations 5b L,Cond. Approval,0
URLA.X106,Borr Declarations 5b L,Docs Out,0
URLA.X106,Borr Declarations 5b L,Final Docs,0
URLA.X106,Borr Declarations 5b L,Investor Delivery,0
URLA.X106,Borr Declarations 5b L,LO Prep,0
URLA.X106,Borr Declarations 5b L,Loan Setup,0
URLA.X106,Borr Declarations 5b L,Purchasing Conditions,0
URLA.X106,Borr Declarations 5b L,Started,0
URLA.X106,Borr Declarations 5b L,Submittal,0
URLA.X106,Borr Declarations 5b L,Waiting for Docs,0
URLA.X108,Property Address Occupancy Display Field,Completion,100
URLA.X108,Property Address Occupancy Display Field,Cond. Approval,100
URLA.X108,Property Address Occupancy Display Field,Docs Out,100
URLA.X108,Property Address Occupancy Display Field,Final Docs,100
URLA.X108,Property Address Occupancy Display Field,Investor Delivery,100
URLA.X108,Property Address Occupancy Display Field,LO Prep,100
URLA.X108,Property Address Occupancy Display Field,Loan Setup,100
URLA.X108,Property Address Occupancy Display Field,Purchasing Conditions,100
URLA.X108,Property Address Occupancy Display Field,Started,100
URLA.X108,Property Address Occupancy Display Field,Submittal,100
URLA.X108,Property Address Occupancy Display Field,Waiting for Docs,100
URLA.X11,Borr Mailing Country Code,Completion,100
URLA.X11,Borr Mailing Country Code,Cond. Approval,100
URLA.X11,Borr Mailing Country Code,Docs Out,100
URLA.X11,Borr Mailing Country Code,Final Docs,100
URLA.X11,Borr Mailing Country Code,Investor Delivery,100
